,NAME,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,state,county,tract,internet_rate,emp_rate_25_64,above_pov_rate
1560,"Census Tract 615, Cook County, Illinois",5.2,803,757,3.6,17,031,061500,94.27148194271481,96.4,94.8
1561,"Census Tract 629, Cook County, Illinois",9.2,1859,1758,2.1,17,031,062900,94.56697149004842,97.9,90.8
1562,"Census Tract 2107, Cook County, Illinois",23.8,1593,1144,7.0,17,031,210700,71.81418706842435,93.0,76.2
1563,"Census Tract 2211, Cook County, Illinois",25.8,1956,1355,3.9,17,031,221100,69.27402862985686,96.1,74.2
1564,"Census Tract 2212, Cook County, Illinois",14.2,1246,1035,3.7,17,031,221200,83.06581059390048,96.3,85.8
1565,"Census Tract 630, Cook County, Illinois",7.8,1722,1588,4.0,17,031,063000,92.21835075493613,96.0,92.2
1566,"Census Tract 712, Cook County, Illinois",9.9,936,843,0.8,17,031,071200,90.06410256410257,99.2,90.1
1567,"Census Tract 815, Cook County, Illinois",10.6,3188,2981,2.2,17,031,081500,93.50690087829359,97.8,89.4
1568,"Census Tract 903, Cook County, Illinois",4.9,507,421,0.8,17,031,090300,83.03747534516765,99.2,95.1
1569,"Census Tract 1303, Cook County, Illinois",17.9,1766,1450,8.7,17,031,130300,82.10645526613817,91.3,82.1
1570,"Census Tract 1006, Cook County, Illinois",5.8,1879,1534,5.5,17,031,100600,81.63916977115487,94.5,94.2
1571,"Census Tract 8043.05, Cook County, Illinois",4.4,2377,2184,4.7,17,031,804305,91.8805216659655,95.3,95.6
1572,"Census Tract 8099, Cook County, Illinois",3.5,1301,1210,3.6,17,031,809900,93.0053804765565,96.4,96.5
1573,"Census Tract 8117.02, Cook County, Illinois",18.3,1657,1206,5.2,17,031,811702,72.78213639106819,94.8,81.7
1574,"Census Tract 8160, Cook County, Illinois",9.7,1585,1330,5.2,17,031,816000,83.91167192429022,94.8,90.3
1575,"Census Tract 8194, Cook County, Illinois",12.6,1955,1664,2.2,17,031,819400,85.1150895140665,97.8,87.4
1576,"Census Tract 2109, Cook County, Illinois",16.5,1184,840,2.3,17,031,210900,70.94594594594594,97.7,83.5
1577,"Census Tract 2602, Cook County, Illinois",35.3,364,187,7.0,17,031,260200,51.373626373626365,93.0,64.7
1578,"Census Tract 8155, Cook County, Illinois",10.4,2522,2029,7.4,17,031,815500,80.45202220459953,92.6,89.6
1579,"Census Tract 8180, Cook County, Illinois",8.7,1537,1085,8.5,17,031,818000,70.59206245933638,91.5,91.3
1580,"Census Tract 8229, Cook County, Illinois",9.0,645,529,12.0,17,031,822900,82.01550387596899,88.0,91.0
1581,"Census Tract 8239.04, Cook County, Illinois",2.0,1633,1342,4.2,17,031,823904,82.18003674219229,95.8,98.0
1582,"Census Tract 8264.02, Cook County, Illinois",18.2,1623,1190,12.6,17,031,826402,73.32101047443007,87.4,81.8
1583,"Census Tract 9502, Washington County, Illinois",4.9,1599,1198,3.1,17,189,950200,74.92182614133833,96.9,95.1
1584,"Census Tract 9501, Washington County, Illinois",13.9,1328,936,3.7,17,189,950100,70.48192771084338,96.3,86.1
1585,"Census Tract 9503, Washington County, Illinois",10.4,1269,903,3.5,17,189,950300,71.15839243498819,96.5,89.6
1586,"Census Tract 9504, Washington County, Illinois",10.3,1701,1191,5.0,17,189,950400,70.01763668430335,95.0,89.7
1587,"Census Tract 9574, Montgomery County, Illinois",24.9,913,704,6.7,17,135,957400,77.10843373493977,93.3,75.1
1588,"Census Tract 9573, Montgomery County, Illinois",13.4,1413,945,3.4,17,135,957300,66.87898089171973,96.6,86.6
1589,"Census Tract 9578, Montgomery County, Illinois",26.7,1600,929,5.6,17,135,957800,58.06249999999999,94.4,73.3
1590,"Census Tract 9576, Montgomery County, Illinois",2.0,1435,1101,1.1,17,135,957600,76.72473867595819,98.9,98.0
1591,"Census Tract 9579, Montgomery County, Illinois",15.4,1951,1384,4.8,17,135,957900,70.93798052280881,95.2,84.6
1592,"Census Tract 9580, Montgomery County, Illinois",18.9,1430,1016,4.9,17,135,958000,71.04895104895105,95.1,81.1
1593,"Census Tract 9575, Montgomery County, Illinois",10.7,1263,915,5.3,17,135,957500,72.44655581947742,94.7,89.3
1594,"Census Tract 9577, Montgomery County, Illinois",14.5,1229,882,5.0,17,135,957700,71.76566314076484,95.0,85.5
1595,"Census Tract 7, Whiteside County, Illinois",10.6,1097,838,5.0,17,195,000700,76.3901549680948,95.0,89.4
1596,"Census Tract 2, Whiteside County, Illinois",6.6,1236,956,5.2,17,195,000200,77.34627831715211,94.8,93.4
1597,"Census Tract 10, Whiteside County, Illinois",12.6,984,656,7.0,17,195,001000,66.66666666666666,93.0,87.4
1598,"Census Tract 14, Whiteside County, Illinois",8.3,926,755,8.5,17,195,001400,81.53347732181425,91.5,91.7
1599,"Census Tract 6309, Cook County, Illinois",10.1,1231,810,8.3,17,031,630900,65.80016246953696,91.7,89.9
1600,"Census Tract 6502, Cook County, Illinois",19.7,2057,1424,11.0,17,031,650200,69.22702965483715,89.0,80.3
1601,"Census Tract 6607, Cook County, Illinois",32.3,618,354,25.7,17,031,660700,57.28155339805825,74.3,67.7
1602,"Census Tract 6609, Cook County, Illinois",37.2,1354,778,23.5,17,031,660900,57.459379615952734,76.5,62.8
1603,"Census Tract 6805, Cook County, Illinois",50.7,408,214,36.2,17,031,680500,52.450980392156865,63.8,49.3
1604,"Census Tract 6806, Cook County, Illinois",58.6,389,164,41.0,17,031,680600,42.159383033419026,59.0,41.4
1605,"Census Tract 7103, Cook County, Illinois",30.5,534,274,31.8,17,031,710300,51.31086142322098,68.2,69.5
1606,"Census Tract 7205, Cook County, Illinois",1.2,791,671,0.5,17,031,720500,84.82932996207333,99.5,98.8
1607,"Census Tract 7206, Cook County, Illinois",1.9,618,498,3.6,17,031,720600,80.58252427184466,96.4,98.1
1608,"Census Tract 7301, Cook County, Illinois",12.3,888,637,18.2,17,031,730100,71.73423423423422,81.8,87.7
1609,"Census Tract 8012, Cook County, Illinois",3.9,1317,1169,8.3,17,031,801200,88.76233864844343,91.7,96.1
1610,"Census Tract 8014, Cook County, Illinois",1.8,1027,955,2.8,17,031,801400,92.98928919182083,97.2,98.2
1611,"Census Tract 8017.02, Cook County, Illinois",2.2,1693,1569,2.4,17,031,801702,92.67572356763142,97.6,97.8
1612,"Census Tract 8022, Cook County, Illinois",2.6,1889,1554,4.9,17,031,802200,82.2657490735839,95.1,97.4
1613,"Census Tract 8026.05, Cook County, Illinois",3.6,2853,2488,4.9,17,031,802605,87.20644935155977,95.1,96.4
1614,"Census Tract 8034, Cook County, Illinois",4.6,2215,2053,4.4,17,031,803400,92.686230248307,95.6,95.4
1615,"Census Tract 8036.03, Cook County, Illinois",2.3,2270,2092,1.9,17,031,803603,92.15859030837005,98.1,97.7
1616,"Census Tract 8036.10, Cook County, Illinois",11.8,3128,2981,3.7,17,031,803610,95.3005115089514,96.3,88.2
1617,"Census Tract 8042.01, Cook County, Illinois",7.1,2758,2506,4.0,17,031,804201,90.86294416243655,96.0,92.9
1618,"Census Tract 37.08, Winnebago County, Illinois",32.3,1058,810,14.1,17,201,003708,76.55954631379961,85.9,67.7
1619,"Census Tract 41, Winnebago County, Illinois",3.9,2158,1696,9.2,17,201,004100,78.59128822984245,90.8,96.1
1620,"Census Tract 35, Winnebago County, Illinois",5.8,1159,866,3.9,17,201,003500,74.71958584987057,96.1,94.2
1621,"Census Tract 38.06, Winnebago County, Illinois",2.3,1820,1658,2.1,17,201,003806,91.0989010989011,97.9,97.7
1622,"Census Tract 40.01, Winnebago County, Illinois",9.8,3110,2621,7.1,17,201,004001,84.27652733118971,92.9,90.2
1623,"Census Tract 27, Winnebago County, Illinois",36.5,1044,666,18.9,17,201,002700,63.793103448275865,81.1,63.5
1624,"Census Tract 16, Winnebago County, Illinois",6.2,2152,1760,10.0,17,201,001600,81.78438661710037,90.0,93.8
1625,"Census Tract 34, Winnebago County, Illinois",15.1,1779,1291,7.5,17,201,003400,72.56885890949972,92.5,84.9
1626,"Census Tract 12, Winnebago County, Illinois",52.2,902,455,18.6,17,201,001200,50.44345898004434,81.4,47.8
1627,"Census Tract 37.10, Winnebago County, Illinois",4.2,945,882,3.9,17,201,003710,93.33333333333333,96.1,95.8
1628,"Census Tract 4.01, Winnebago County, Illinois",8.1,831,690,2.7,17,201,000401,83.03249097472924,97.3,91.9
1629,"Census Tract 38.05, Winnebago County, Illinois",7.0,2717,2302,4.4,17,201,003805,84.7258005152742,95.6,93.0
1630,"Census Tract 5.02, Winnebago County, Illinois",18.0,1285,1084,13.2,17,201,000502,84.3579766536965,86.8,82.0
1631,"Census Tract 25, Winnebago County, Illinois",40.0,1002,665,23.7,17,201,002500,66.36726546906188,76.3,60.0
1632,"Census Tract 9546, Piatt County, Illinois",6.3,2545,2132,1.8,17,147,954600,83.7721021611002,98.2,93.7
1633,"Census Tract 9547, Piatt County, Illinois",6.1,1303,1044,2.6,17,147,954700,80.12279355333844,97.4,93.9
1634,"Census Tract 9545, Piatt County, Illinois",3.8,1765,1520,3.3,17,147,954500,86.11898016997166,96.7,96.2
1635,"Census Tract 9548, Piatt County, Illinois",5.2,1063,815,4.9,17,147,954800,76.6698024459078,95.1,94.8
1636,"Census Tract 4610, Cook County, Illinois",29.3,823,260,3.8,17,031,461000,31.591737545565007,96.2,70.7
1637,"Census Tract 4803, Cook County, Illinois",25.9,539,383,22.9,17,031,480300,71.05751391465677,77.1,74.1
1638,"Census Tract 510, Cook County, Illinois",5.8,740,630,1.2,17,031,051000,85.13513513513513,98.8,94.2
1639,"Census Tract 514, Cook County, Illinois",8.2,787,695,4.7,17,031,051400,88.31003811944092,95.3,91.8
1640,"Census Tract 608, Cook County, Illinois",6.2,3072,2813,4.3,17,031,060800,91.56901041666666,95.7,93.8
1641,"Census Tract 626, Cook County, Illinois",1.1,952,882,4.7,17,031,062600,92.64705882352942,95.3,98.9
1642,"Census Tract 710, Cook County, Illinois",9.1,1041,986,2.6,17,031,071000,94.71661863592699,97.4,90.9
1643,"Census Tract 901, Cook County, Illinois",3.0,1379,1052,1.9,17,031,090100,76.2871646120377,98.1,97.0
1644,"Census Tract 9702, Schuyler County, Illinois",16.8,1428,1061,5.4,17,169,970200,74.29971988795518,94.6,83.2
1645,"Census Tract 9701, Schuyler County, Illinois",39.2,679,545,3.3,17,169,970100,80.26509572901325,96.7,60.8
1646,"Census Tract 9703, Schuyler County, Illinois",5.9,749,564,3.4,17,169,970300,75.3004005340454,96.6,94.1
1647,"Census Tract 9515, Stark County, Illinois",11.0,1105,809,3.7,17,175,951500,73.21266968325791,96.3,89.0
1648,"Census Tract 9514, Stark County, Illinois",16.7,1225,850,3.5,17,175,951400,69.38775510204081,96.5,83.3
1649,"Census Tract 705, Edgar County, Illinois",10.3,1577,1218,3.5,17,045,070500,77.23525681674064,96.5,89.7
1650,"Census Tract 704, Edgar County, Illinois",17.7,2464,1831,5.6,17,045,070400,74.31006493506493,94.4,82.3
1651,"Census Tract 702, Edgar County, Illinois",18.4,866,598,7.4,17,045,070200,69.05311778290994,92.6,81.6
1652,"Census Tract 701, Edgar County, Illinois",8.3,1086,729,4.0,17,045,070100,67.12707182320442,96.0,91.7
1653,"Census Tract 703, Edgar County, Illinois",19.9,1676,1135,6.4,17,045,070300,67.72076372315036,93.6,80.1
1654,"Census Tract 9512, Bond County, Illinois",13.6,1188,876,3.3,17,005,951200,73.73737373737373,96.7,86.4
1655,"Census Tract 9514, Bond County, Illinois",7.9,1299,937,4.2,17,005,951400,72.13240954580446,95.8,92.1
1656,"Census Tract 9513, Bond County, Illinois",24.5,1874,1493,4.3,17,005,951300,79.66915688367129,95.7,75.5
1657,"Census Tract 4, Vermilion County, Illinois",50.2,1253,761,13.8,17,183,000400,60.73423782920989,86.2,49.8
1658,"Census Tract 12, Vermilion County, Illinois",12.8,1409,926,6.2,17,183,001200,65.72036905606812,93.8,87.2
1659,"Census Tract 107.02, Vermilion County, Illinois",6.7,1235,903,6.6,17,183,010702,73.11740890688259,93.4,93.3
1660,"Census Tract 8, Vermilion County, Illinois",15.0,967,684,1.0,17,183,000800,70.73422957600827,99.0,85.0
1661,"Census Tract 13, Vermilion County, Illinois",2.7,1567,1230,1.6,17,183,001300,78.49393746011486,98.4,97.3
1662,"Census Tract 6, Vermilion County, Illinois",33.8,930,561,7.4,17,183,000600,60.322580645161295,92.6,66.2
1663,"Census Tract 9, Vermilion County, Illinois",21.8,1146,679,7.9,17,183,000900,59.24956369982548,92.1,78.2
1664,"Census Tract 110, Vermilion County, Illinois",18.0,1694,1204,7.5,17,183,011000,71.07438016528926,92.5,82.0
1665,"Census Tract 106, Vermilion County, Illinois",18.4,1650,1204,9.3,17,183,010600,72.96969696969697,90.7,81.6
1666,"Census Tract 1, Vermilion County, Illinois",47.5,733,366,13.8,17,183,000100,49.931787175989086,86.2,52.5
1667,"Census Tract 2, Vermilion County, Illinois",50.3,653,351,24.9,17,183,000200,53.751914241960186,75.1,49.7
1668,"Census Tract 101, Vermilion County, Illinois",12.8,1282,956,4.6,17,183,010100,74.57098283931357,95.4,87.2
1669,"Census Tract 103, Vermilion County, Illinois",11.4,1850,1310,3.7,17,183,010300,70.8108108108108,96.3,88.6
1670,"Census Tract 104, Vermilion County, Illinois",8.4,828,638,4.8,17,183,010400,77.05314009661835,95.2,91.6
1671,"Census Tract 107.01, Vermilion County, Illinois",21.9,1239,782,6.8,17,183,010701,63.115415657788546,93.2,78.1
1672,"Census Tract 111, Vermilion County, Illinois",10.6,1003,719,7.2,17,183,011100,71.68494516450647,92.8,89.4
1673,"Census Tract 5, Vermilion County, Illinois",24.0,1495,937,7.6,17,183,000500,62.675585284280935,92.4,76.0
1674,"Census Tract 109, Vermilion County, Illinois",7.5,1168,870,5.3,17,183,010900,74.48630136986301,94.7,92.5
1675,"Census Tract 102, Vermilion County, Illinois",22.4,2238,1508,8.6,17,183,010200,67.38159070598749,91.4,77.6
1676,"Census Tract 108, Vermilion County, Illinois",10.5,1464,1151,1.5,17,183,010800,78.62021857923497,98.5,89.5
1677,"Census Tract 7, Vermilion County, Illinois",4.6,1464,1226,3.8,17,183,000700,83.7431693989071,96.2,95.4
1678,"Census Tract 105, Vermilion County, Illinois",15.2,1646,1136,7.8,17,183,010500,69.01579586877278,92.2,84.8
1679,"Census Tract 3, Vermilion County, Illinois",35.1,728,461,10.5,17,183,000300,63.324175824175825,89.5,64.9
1680,"Census Tract 1201, Cook County, Illinois",2.7,1439,1329,0.6,17,031,120100,92.35580264072273,99.4,97.3
1681,"Census Tract 1401, Cook County, Illinois",35.0,1126,900,6.7,17,031,140100,79.92895204262878,93.3,65.0
1682,"Census Tract 1508, Cook County, Illinois",6.2,1704,1273,5.2,17,031,150800,74.70657276995306,94.8,93.8
1683,"Census Tract 1511, Cook County, Illinois",18.4,1760,1400,7.0,17,031,151100,79.54545454545455,93.0,81.6
1684,"Census Tract 1601, Cook County, Illinois",7.9,946,831,11.9,17,031,160100,87.84355179704016,88.1,92.1
1685,"Census Tract 1604, Cook County, Illinois",14.3,1807,1435,7.5,17,031,160400,79.41339236303266,92.5,85.7
1686,"Census Tract 1711, Cook County, Illinois",10.3,1260,951,3.0,17,031,171100,75.47619047619048,97.0,89.7
1687,"Census Tract 1903, Cook County, Illinois",18.2,1729,1111,7.8,17,031,190300,64.2567958357432,92.2,81.8
1688,"Census Tract 1909, Cook County, Illinois",19.4,674,452,1.8,17,031,190900,67.06231454005935,98.2,80.6
1689,"Census Tract 8813.02, Will County, Illinois",34.1,475,213,3.2,17,197,881302,44.8421052631579,96.8,65.9
1690,"Census Tract 8814.01, Will County, Illinois",16.8,1120,865,12.9,17,197,881401,77.23214285714286,87.1,83.2
1691,"Census Tract 8814.02, Will County, Illinois",11.0,1262,981,2.8,17,197,881402,77.7337559429477,97.2,89.0
1692,"Census Tract 8816.01, Will County, Illinois",8.4,786,619,3.2,17,197,881601,78.7531806615776,96.8,91.6
1693,"Census Tract 8816.03, Will County, Illinois",15.7,1448,1011,6.6,17,197,881603,69.82044198895028,93.4,84.3
1694,"Census Tract 8816.04, Will County, Illinois",12.0,1142,866,3.1,17,197,881604,75.83187390542906,96.9,88.0
1695,"Census Tract 8826.01, Will County, Illinois",23.7,1117,981,5.9,17,197,882601,87.82452999104746,94.1,76.3
1696,"Census Tract 8826.02, Will County, Illinois",31.2,836,613,8.9,17,197,882602,73.32535885167464,91.1,68.8
1697,"Census Tract 8827.01, Will County, Illinois",10.4,811,668,4.1,17,197,882701,82.36744759556103,95.9,89.6
1698,"Census Tract 8827.02, Will County, Illinois",16.3,1019,823,5.4,17,197,882702,80.76545632973503,94.6,83.7
1699,"Census Tract 8828.01, Will County, Illinois",12.6,1239,819,2.1,17,197,882801,66.10169491525424,97.9,87.4
1700,"Census Tract 8828.02, Will County, Illinois",16.6,1137,725,14.4,17,197,882802,63.76429199648197,85.6,83.4
1701,"Census Tract 8832.08, Will County, Illinois",10.4,1317,1076,2.7,17,197,883208,81.70083523158695,97.3,89.6
1702,"Census Tract 8832.09, Will County, Illinois",5.5,1088,904,6.8,17,197,883209,83.08823529411765,93.2,94.5
1703,"Census Tract 8832.10, Will County, Illinois",5.2,1293,1031,0.0,17,197,883210,79.7370456303171,100.0,94.8
1704,"Census Tract 8832.11, Will County, Illinois",4.5,2024,1759,2.6,17,197,883211,86.90711462450594,97.4,95.5
1705,"Census Tract 8832.12, Will County, Illinois",3.4,1822,1702,4.6,17,197,883212,93.41383095499451,95.4,96.6
1706,"Census Tract 8832.13, Will County, Illinois",3.1,2257,2096,1.9,17,197,883213,92.86663712893221,98.1,96.9
1707,"Census Tract 8832.14, Will County, Illinois",6.9,998,858,8.9,17,197,883214,85.97194388777555,91.1,93.1
1708,"Census Tract 8832.15, Will County, Illinois",5.8,3327,2924,4.9,17,197,883215,87.88698527201683,95.1,94.2
1709,"Census Tract 8832.16, Will County, Illinois",0.0,992,925,2.0,17,197,883216,93.24596774193549,98.0,100.0
1710,"Census Tract 8833.03, Will County, Illinois",0.5,1228,1165,2.3,17,197,883303,94.86970684039088,97.7,99.5
1711,"Census Tract 8833.04, Will County, Illinois",16.9,747,562,10.5,17,197,883304,75.2342704149933,89.5,83.1
1712,"Census Tract 8833.05, Will County, Illinois",7.0,983,928,4.4,17,197,883305,94.40488301119024,95.6,93.0
1713,"Census Tract 8833.06, Will County, Illinois",10.1,1199,1136,4.3,17,197,883306,94.74562135112595,95.7,89.9
1714,"Census Tract 8024.03, Cook County, Illinois",5.4,822,709,2.4,17,031,802403,86.25304136253041,97.6,94.6
1715,"Census Tract 8024.04, Cook County, Illinois",19.4,2790,2341,4.5,17,031,802404,83.9068100358423,95.5,80.6
1716,"Census Tract 8025.05, Cook County, Illinois",18.6,2433,1770,4.1,17,031,802505,72.74969173859432,95.9,81.4
1717,"Census Tract 8025.06, Cook County, Illinois",9.6,806,657,3.0,17,031,802506,81.5136476426799,97.0,90.4
1718,"Census Tract 8026.07, Cook County, Illinois",1.6,500,463,1.5,17,031,802607,92.60000000000001,98.5,98.4
1719,"Census Tract 8026.08, Cook County, Illinois",6.6,3032,2585,2.9,17,031,802608,85.25725593667546,97.1,93.4
1720,"Census Tract 8026.09, Cook County, Illinois",7.6,2481,1859,1.5,17,031,802609,74.92946392583636,98.5,92.4
1721,"Census Tract 8026.10, Cook County, Illinois",1.4,653,596,3.1,17,031,802610,91.27105666156203,96.9,98.6
1722,"Census Tract 8030.12, Cook County, Illinois",2.7,953,862,6.3,17,031,803012,90.45120671563484,93.7,97.3
1723,"Census Tract 8030.13, Cook County, Illinois",5.1,2258,1878,6.4,17,031,803013,83.17094774136405,93.6,94.9
1724,"Census Tract 8030.14, Cook County, Illinois",7.6,1353,1166,6.8,17,031,803014,86.1788617886179,93.2,92.4
1725,"Census Tract 8030.15, Cook County, Illinois",4.0,1935,1682,3.0,17,031,803015,86.9250645994832,97.0,96.0
1726,"Census Tract 8030.16, Cook County, Illinois",4.4,899,866,3.5,17,031,803016,96.32925472747496,96.5,95.6
1727,"Census Tract 8030.17, Cook County, Illinois",4.9,2646,2345,1.5,17,031,803017,88.62433862433863,98.5,95.1
1728,"Census Tract 8036.11, Cook County, Illinois",14.3,2051,1669,8.3,17,031,803611,81.37493905411995,91.7,85.7
1729,"Census Tract 8036.12, Cook County, Illinois",26.1,1288,974,2.9,17,031,803612,75.62111801242236,97.1,73.9
1730,"Census Tract 8037.01, Cook County, Illinois",6.0,1369,1094,3.1,17,031,803701,79.91234477720964,96.9,94.0
1731,"Census Tract 8272, Cook County, Illinois",26.1,1446,833,11.9,17,031,827200,57.60719225449515,88.1,73.9
1732,"Census Tract 8278.02, Cook County, Illinois",12.9,1029,840,9.5,17,031,827802,81.63265306122449,90.5,87.1
1733,"Census Tract 8285.04, Cook County, Illinois",26.0,1989,1453,16.7,17,031,828504,73.0517848164907,83.3,74.0
1734,"Census Tract 8637.01, Lake County, Illinois",4.8,1840,1626,4.4,17,097,863701,88.3695652173913,95.6,95.2
1735,"Census Tract 8427.08, DuPage County, Illinois",3.4,884,828,5.2,17,043,842708,93.66515837104072,94.8,96.6
1736,"Census Tract 8427.09, DuPage County, Illinois",4.9,1219,1006,7.4,17,043,842709,82.52666119770304,92.6,95.1
1737,"Census Tract 8427.10, DuPage County, Illinois",8.5,1672,1435,4.6,17,043,842710,85.82535885167464,95.4,91.5
1738,"Census Tract 54.02, Champaign County, Illinois",17.4,1526,1134,2.3,17,019,005402,74.31192660550458,97.7,82.6
